mol_id,smiles,homo,lumo,gap,h298,gap_eV
gdb_66834,CC12C3C4CN1C4C23O,-0.2127,0.0703,0.2829,-401.844137,7.6981011689900045
gdb_66932,CC12C3CC(N13)C2(C)O,-0.2351,0.0711,0.3062,-403.087432,8.332126468521526
gdb_66998,CC12C3CC(NC1=O)C23,-0.2334,0.0256,0.259,-401.958658,7.047749037710892
gdb_67009,OC12C3OC(CC1=O)C23,-0.2326,-0.0269,0.2057,-457.730469,5.5973821507997314
gdb_67026,CC12C3CC1(O)C=CC23,-0.2226,0.0178,0.2404,-385.856805,6.541617253535515
gdb_67035,CC12C3CC1(C)OCC23,-0.2305,0.0876,0.3181,-387.069694,8.655941964848783
gdb_67072,CC12C3CC1(CN23)C#C,-0.2322,0.0297,0.2619,-364.71254,7.126662057824258
gdb_67109,CC12C3OC11COC2C31,-0.2341,0.0648,0.2989,-421.696874,8.133483348925813
gdb_67113,OC12C3CC11COC2C31,-0.232,0.0695,0.3015,-421.720912,8.20423295316538
gdb_67240,OC12C3OC1C(C=O)C23,-0.2404,-0.0261,0.2143,-457.675383,5.831400072515228
gdb_67243,CC12C3CC1C1(CO1)C23,-0.2399,0.0978,0.3377,-385.809659,9.189285135270147
gdb_67255,OC12C3NC1C1(CO1)C23,-0.2227,0.0684,0.291,-437.764501,7.918513397582507
gdb_67258,OC12C3OC1C1(CO1)C23,-0.2335,0.06,0.2935,-457.63822,7.986541863197477
gdb_67302,OC12C3NC1C3C21NC1,-0.2317,0.0774,0.3091,-417.861643,8.41103948863489
gdb_67335,OC12C3NC1C3C2C=O,-0.2376,-0.0301,0.2075,-437.781995,5.646362646042509
gdb_67336,CC12C3CC1C3CC2=O,-0.2313,-0.0095,0.2219,-385.873486,6.038206607984737
gdb_67340,CC12C3CC1N3CC2=O,-0.2221,-0.0173,0.2048,-401.902802,5.572891903178342
gdb_67472,OC12C3CC1CCOC23,-0.2222,0.0738,0.296,-422.981105,8.054570328812447
gdb_67486,CC12C(C#C)C1N1CC21,-0.2235,0.0338,0.2573,-364.676607,7.001489681092711
gdb_67504,CC12C3CC3C1C2C=O,-0.215,-0.0227,0.1923,-385.812965,5.232749575103492
gdb_67615,OC12C3OC4C(NC14)C23,-0.2308,0.0699,0.3007,-437.825541,8.182463844168591
gdb_67646,CC12C3OC4CN(C13)C24,-0.2018,0.071,0.2728,-401.87165,7.423266167905526
gdb_67667,CC12C3CC=C1C=CC23,-0.1895,-0.0146,0.1749,-348.689399,4.759271454423301
gdb_67691,CC12C3COC1C(=O)C23,-0.2248,-0.0061,0.2187,-421.81157,5.951130171997575
gdb_67694,CC12C3OCC1C(=O)C23,-0.2391,-0.0018,0.2374,-421.812822,6.4599830947975505
gdb_67842,CC12N=COC1C1OC21,-0.2519,0.0186,0.2705,-437.847012,7.360679979539754
gdb_67867,NC12C=CCC1OC2=N,-0.2396,-0.0037,0.2359,-418.003904,6.419166015428569
gdb_67900,CC12NC(=O)C1C1NC21,-0.2275,0.0286,0.2561,-417.962483,6.968836017597527
gdb_67964,CC12CCOC1C(=N)O2,-0.257,0.0147,0.2717,-439.088082,7.393333643034939
gdb_67965,CC12CCOC1C(=O)N2,-0.232,0.0224,0.2544,-439.106935,6.922576660979347
gdb_68020,CC12CC(C)(C1)C1NC21,-0.2222,0.0879,0.3101,-367.164384,8.438250874880879
gdb_68043,CC12CC(C)(C1)C21CO1,-0.2484,0.0945,0.3429,-387.021983,9.330784343749285
gdb_68121,CC12CC(C1)(C=O)C=C2,-0.2375,-0.0238,0.2137,-385.861869,5.815073240767635
gdb_68137,CC12CC(C1)(OC2)C#C,-0.2376,0.0341,0.2716,-385.831347,7.390612504410341
gdb_68150,CC12CC(CC1)(O2)C=O,-0.2537,-0.0356,0.2181,-423.017057,5.9348033402499825
gdb_68210,OC12CN(C1)C(C2)C=O,-0.2411,-0.0318,0.2092,-439.043957,5.6926220026606895
gdb_68273,NC1(C#N)C2CC1(O)C2,-0.2648,0.0266,0.2913,-417.953992,7.926676813456305
gdb_68300,CC12CC(C1)C2C1CO1,-0.2608,0.0875,0.3483,-387.009482,9.47772582947762
gdb_68353,CC12CC(O1)C=CC=C2,-0.2197,-0.0432,0.1764,-385.877094,4.800088533792283
gdb_68358,CC12CC(O1)C=CCC2,-0.2313,0.0083,0.2395,-387.081595,6.5171270059141255
gdb_68359,OC12CC(C1)C=CCC2,-0.2333,0.0198,0.2531,-387.080508,6.887201858859562
gdb_68371,CC12CC(C1)OC(=O)N2,-0.2479,0.0541,0.302,-439.11804,8.217838646288376
gdb_68458,CC12CC(CNC1=O)O2,-0.231,0.0191,0.25,-439.10623,6.802846561497
gdb_68503,CC12NC(C1C=O)C2=O,-0.2479,-0.0343,0.2137,-437.831238,5.815073240767635
gdb_68553,CC12OC(C=C1)C21CO1,-0.2417,-0.0027,0.239,-421.745766,6.503521312791132
gdb_68572,CC12CC(C=CC1)C2=O,-0.2221,-0.0052,0.217,-385.903505,5.904870815379396
gdb_68619,CC12CCC(N1)C2C#N,-0.2546,0.0333,0.2878,-382.064029,7.8314369615953465
gdb_68787,CC12CC1(O)C(C)(O)C2,-0.2174,0.0642,0.2816,-424.195857,7.662726366870221
gdb_68892,CC12CC1(O)C=CCO2,-0.2169,0.0128,0.2297,-423.001982,6.250455420703443
gdb_68958,CC12CC1(C=O)N=CO2,-0.2505,-0.033,0.2174,-437.891846,5.915755369877791
gdb_68980,CC12CCC1(CC#C)N2,-0.2209,0.0484,0.2692,-365.932588,7.32530517741997
gdb_69029,OC12CC1(NC2=N)C#C,-0.2174,-0.0072,0.2103,-416.719013,5.722554527531276
gdb_69033,OC12CC1(OC2=N)C#N,-0.2686,-0.0333,0.2353,-452.705189,6.402839183680976
gdb_69043,OC12CC1(NC2=N)C=O,-0.2478,-0.0451,0.2027,-453.905586,5.515747992061767
gdb_69069,CC12NC1(CC=C2)C#C,-0.2251,0.0098,0.2348,-364.759798,6.389233490557983
gdb_69080,OC12CC1(CC=C2)C=O,-0.232,-0.0318,0.2001,-421.82803,5.444998387822198
gdb_69084,CC12CC1(CCO2)C#N,-0.2503,0.0287,0.279,-401.954647,7.591976762630653
gdb_69093,CC12CCCC1(N2)C#N,-0.2659,0.0237,0.2896,-382.078923,7.880417456838125
gdb_69105,OC12CC1(CCC2)C#C,-0.237,0.0386,0.2756,-385.851998,7.499458049394293
gdb_69123,OC12CC1(OCC2)C=O,-0.2348,-0.0362,0.1985,-458.950749,5.401460169828618
gdb_69130,CC12CC1C(=O)C(=O)O2,-0.2541,-0.0799,0.1743,-457.795598,4.742944622675709
gdb_69164,CC12NC1C(=O)C2(C)C,-0.2285,-0.0135,0.215,-403.123411,5.85044804288742
gdb_69216,CC12CN1C(=O)OC2=N,-0.2849,-0.0267,0.2583,-453.969169,7.0287010673387
gdb_69256,CC12CC1C(=O)COC2,-0.2294,-0.0167,0.2127,-423.026871,5.787861854521648
gdb_69268,CC12CN1C(=O)CCC2,-0.2377,0.0066,0.2442,-403.164056,6.645020521270269
gdb_69284,CC12CC1C(=CC2)C#N,-0.2494,-0.0413,0.2081,-364.829737,5.662689477790103
gdb_69379,OC12CC1C(C2)C1CO1,-0.2506,0.0831,0.3337,-422.955131,9.080439590286195
gdb_69408,CC12NC1C(C=C2)C#C,-0.2359,0.0076,0.2435,-364.752353,6.625972550898077
gdb_69439,CC12CN1C(CC2)C#N,-0.252,0.0282,0.2801,-382.06756,7.621909287501239
gdb_69442,CC12COC(C#C)C1N2,-0.2501,0.0306,0.2807,-401.884565,7.638236119248831
gdb_69450,OC12CC1C(OC2)C#N,-0.2783,0.0146,0.2929,-437.868936,7.970215031449885
gdb_69531,CC12CC(O1)C1(O)CC21,-0.2394,0.0779,0.3173,-422.972929,8.634172855851993
gdb_69672,CC12CC1C1C(C#C)N21,-0.2172,0.0243,0.2415,-364.676504,6.571549778406101
gdb_69675,CC12CC1N1C(C#C)C21,-0.218,0.0241,0.242,-364.674076,6.585155471529095
gdb_69748,CC12CC1C1OC(=O)C21,-0.2524,0.0059,0.2583,-421.805535,7.0287010673387
gdb_69795,CC12OC1C1CC1C2=O,-0.2377,-0.0334,0.2043,-421.814508,5.559286210055348
gdb_69801,OC12CC1C1CN1C2=O,-0.2512,-0.0239,0.2272,-437.854417,6.182426955088474
gdb_69825,CC12CC1N1CC1CC2,-0.2143,0.0848,0.2991,-367.176145,8.13892562617501
gdb_69833,CC12CCN3CC3C1O2,-0.2271,0.0686,0.2957,-403.10773,8.046406912938652
gdb_69864,CC12CC1N1CC21C#C,-0.217,0.018,0.235,-364.684933,6.394675767807179
gdb_70033,OC12CC1C1CCOC21,-0.2298,0.0811,0.3108,-422.982915,8.45729884525307
gdb_70067,CC12CC(=O)C=CC1O2,-0.2452,-0.0633,0.1819,-421.839812,4.949751158145217
gdb_70104,OC12CC1C=CC21CN1,-0.2255,0.0084,0.2339,-401.902424,6.364743242936592
gdb_70111,CC12NC1C=CC2C#N,-0.2488,-0.01,0.2388,-380.859442,6.4980790355419344
gdb_70131,CC12CN1C=NCC2=O,-0.2323,-0.0323,0.2,-417.998805,5.4422772491976
gdb_70160,CC12CC1NC(=N)C2=O,-0.2388,-0.0531,0.1857,-418.016695,5.053154425879971
gdb_70222,OC12CC1OC(=N)CC2,-0.2489,0.0304,0.2792,-439.07504,7.597419039879849
gdb_70275,CC12CC1CC(O2)C=O,-0.2338,-0.0244,0.2094,-423.01847,5.698064279909887
gdb_70331,CC12CC1OC1CC21O,-0.2258,0.0683,0.294,-422.977641,8.00014755632047
gdb_70335,CC12NC1CC1CC21O,-0.2265,0.0771,0.3036,-403.11007,8.261376864281957
gdb_70354,CC12CC1CC1COC21,-0.2409,0.0734,0.3143,-387.066429,8.552538697114029
gdb_70374,CC1(NC2CC12O)C#N,-0.2382,0.0197,0.2579,-417.956399,7.017816512840305
gdb_70470,CC12CC1CC2NC=O,-0.247,0.0321,0.279,-403.143411,7.591976762630653
gdb_70595,CC1(O)CCC2CC12O,-0.2297,0.0614,0.2911,-424.222668,7.921234536207107
gdb_70637,CC12CC1OCC2C#C,-0.2316,0.0475,0.2791,-385.837026,7.594697901255251
gdb_70642,CC12NC1CNC2C#N,-0.2343,0.0314,0.2657,-398.107613,7.2300653255590115
gdb_70659,OC12CC1OCC2C#N,-0.2517,0.0208,0.2725,-437.867285,7.41510275203173
gdb_70694,CC12CN1CCOC2=N,-0.2365,0.0164,0.2529,-419.186604,6.881759581610365
gdb_70777,CC12OC3(C#C)C1OC23,-0.2474,0.0041,0.2515,-420.470709,6.843663640865982
gdb_70785,OC12CC3(C#N)C1NC23,-0.257,0.0103,0.2673,-416.716875,7.273603543552592
gdb_70790,CC12CC3(O)C(C1)OC23,-0.2364,0.0719,0.3083,-422.977506,8.3892703796381
gdb_70800,OC12CC3(O)C(CC13)C2,-0.2425,0.0768,0.3194,-422.98286,8.691316766968567
gdb_70839,OC12CC3(O)C1COC23,-0.2202,0.0663,0.2865,-458.9034,7.796062159475561
gdb_70847,CC12OC3(C)C4C(C14)C23,-0.2386,0.0927,0.3313,-385.817736,9.015132263295824
gdb_71022,CC12OC34C=CC(C13)C24,-0.2209,-0.005,0.2159,-384.552696,5.874938290508809
gdb_71092,CC12CC3C(N1)C23C#N,-0.248,0.0117,0.2597,-380.821307,7.066797008083083
gdb_71132,OC12CC3C(C1)C3OC2,-0.2235,0.0681,0.2916,-423.017727,7.934840229330101
gdb_71169,OC12CN3C(C13)C21CN1,-0.2363,0.0375,0.2738,-417.88879,7.450477554151513
gdb_71183,NC12CN3C(C13)C2C#N,-0.2443,0.0126,0.2569,-396.857977,6.990605126594318
gdb_71255,CC12CC3OC1(C)C3O2,-0.2365,0.0792,0.3157,-422.983714,8.590634637858411
gdb_71274,OC12CC3C(CC1=O)C23,-0.2482,-0.0226,0.2256,-421.818734,6.138888737094892
gdb_71283,CC12CN3C(CC=C1)C23,-0.2251,0.0165,0.2416,-365.973207,6.5742709170307005
gdb_71305,OC12CC3C1N3CCC2,-0.2247,0.0739,0.2986,-403.10331,8.125319933052015
gdb_71325,CC12CN3C1C(O2)C3=N,-0.2321,-0.0087,0.2234,-417.933529,6.079023687353718
gdb_71345,CC12OC3C1C1(CC1)C23,-0.2266,0.0944,0.321,-385.774579,8.734854984962148
gdb_71351,OC12CN3C1C1(CC1)C23,-0.2381,0.0714,0.3096,-401.81793,8.424645181757883
gdb_71380,CC12NC3C1C2(O)C3=O,-0.2176,0.0037,0.2213,-437.815401,6.021879776237144
gdb_71478,CC12CC3C1C3(C2)C=O,-0.2419,-0.0207,0.2213,-385.852175,6.021879776237144
gdb_71495,CC12CC3C=CC1C3O2,-0.2288,0.0095,0.2384,-385.870826,6.487194481043539
gdb_71508,CC12OC3C1NC(=O)C23,-0.2356,0.0034,0.2389,-437.848461,6.500800174166533
gdb_71599,CC12CCC3C1OC23C,-0.2233,0.0799,0.3032,-387.047004,8.250492309783562
gdb_71642,CC12CC3C4C(C1)N4C23,-0.2229,0.0807,0.3036,-365.963782,8.261376864281957
gdb_71663,OC12CC3C4C1N4C3C2,-0.228,0.0677,0.2956,-401.905654,8.043685774314051
gdb_71704,OC12CC3C4C1C2C34O,-0.2176,0.0714,0.289,-421.75838,7.864090625090531
gdb_71774,OC12CC3C4CC1C2C34,-0.2424,0.0808,0.3232,-385.884132,8.794720034703321
gdb_71874,CC12CC3OC(=NC1)C23,-0.2344,-0.0164,0.218,-401.878321,5.932082201625383
gdb_71941,CC12CCN3CC(O1)C23,-0.2137,0.0654,0.279,-403.110229,7.591976762630653
gdb_72120,OC12CC3OC1C3C=C2,-0.2342,0.0041,0.2383,-421.788338,6.484473342418941
gdb_72141,CC12CC3CN1CC2O3,-0.2066,0.0892,0.2957,-403.125477,8.046406912938652
gdb_72159,OC12CC3CC1CC3C2,-0.2459,0.0772,0.3231,-387.081102,8.791998896078722
gdb_72295,CC12CC=C3C4C1N4C23,-0.2066,-0.0461,0.1605,-364.672394,4.367427492481074
gdb_72359,CC12CC=CC1N=CO2,-0.2448,0.0103,0.2551,-401.977513,6.941624631351538
gdb_72411,CC12CC(CO1)C(=N)O2,-0.2581,0.0273,0.2854,-439.112002,7.766129634604974
gdb_72501,OC12COC(C1)CCC2,-0.2422,0.0683,0.3105,-424.24124,8.449135429379274
gdb_72556,CC12CCC(C1)OC2=N,-0.2515,0.0361,0.2876,-403.182625,7.825994684346149
gdb_72590,CC12CCC1(O)CC2=O,-0.2341,-0.017,0.2172,-423.015368,5.910313092628593
gdb_72640,CC12CC=CC1(C)CO2,-0.2381,0.0218,0.2598,-387.088732,7.069518146707681
gdb_72702,OC12CCC11CC(C1)C2,-0.2505,0.0812,0.3317,-387.036724,9.026016817794218
gdb_72740,CC12CCC11COC1C2,-0.2354,0.0721,0.3074,-387.036038,8.364780132016712
gdb_72822,CC12CNC1C(=O)OC2,-0.2368,0.0059,0.2427,-439.094844,6.604203441901287
gdb_72873,CC12CNC1C(O2)C=O,-0.232,-0.0297,0.2023,-439.035253,5.5048634375633725
gdb_72884,CC12CCC1C1(CC1)O2,-0.2203,0.0786,0.2989,-387.04366,8.133483348925813
gdb_72951,CC1(C#N)C2CCC12O,-0.2479,0.0232,0.2711,-401.92543,7.377006811287346
gdb_72981,NC12CCC1C2(O)C#N,-0.2457,0.0209,0.2667,-417.968899,7.257276711804999
gdb_73007,CC12CCN1C21COC1,-0.2325,0.0672,0.2997,-403.072486,8.155252457922604
gdb_73060,CC12COC1C2OC=O,-0.253,0.01,0.263,-458.924997,7.156594582694844
gdb_73155,CC12OCC1OC21CC1,-0.2303,0.0638,0.2941,-422.962797,8.00286869494507
gdb_73250,OC12COC1COC2=O,-0.2724,-0.0128,0.2596,-494.906369,7.064075869458485
gdb_73287,OC12COC1COCC2,-0.2417,0.0622,0.3039,-460.132962,8.269540280155754
gdb_73299,OC12CCC3(O)C1NC23,-0.235,0.0656,0.3006,-439.019334,8.179742705543992
gdb_73302,CC12CC3C1C3(O)CO2,-0.2358,0.0644,0.3002,-422.988604,8.168858151045598
gdb_73345,OC12CCC3C1N3C2=O,-0.2432,-0.0083,0.235,-437.865215,6.394675767807179
gdb_73465,CC12COC3CC1C2C3,-0.2286,0.0867,0.3153,-387.097925,8.579750083360016
gdb_73521,CC12CCC=C1C=CC2,-0.2052,-0.0105,0.1947,-349.977409,5.2980569020938635
gdb_73628,CC12CCOC1C=CC2,-0.2412,0.0195,0.2607,-387.106597,7.094008394329071
gdb_73661,OC12COCC1CC2=O,-0.2483,-0.0309,0.2174,-458.960695,5.915755369877791
gdb_73682,CC12CCOC1CCO2,-0.2444,0.0788,0.3232,-424.240708,8.794720034703321
gdb_73748,CC1=C(C#C)C2CC1O2,-0.2168,-0.028,0.1888,-384.613233,5.137509723242534
gdb_73780,CC1=C(N)C(=O)OC1=N,-0.2307,-0.0649,0.1658,-454.012257,4.5116478395848105
gdb_73786,CC1=C(NCCC1=O)C,-0.2022,-0.0222,0.1801,-403.19288,4.900770662902439
gdb_73896,CC1=C(COC1)CC#C,-0.2261,0.0169,0.243,-385.854698,6.612366857775084
gdb_74022,CC1=C2CCC2CC1=O,-0.231,-0.0328,0.1981,-385.904497,5.3905756153302224
gdb_74042,CC1=C2CCCC2OC1,-0.2199,0.022,0.2419,-387.104545,6.582434332904497
gdb_74049,CC1=CC(=O)C(=O)CC1,-0.2307,-0.081,0.1497,-421.871042,4.073544521024403
gdb_74058,CC1=CC(=O)C(N1)(C)C,-0.2113,-0.021,0.1903,-403.197754,5.178326802611516
gdb_74064,CC1=CC(=N)N(C1)C=O,-0.239,-0.0369,0.2022,-418.047211,5.502142298938773
gdb_74107,CC1=CC(=O)C2OC2C1,-0.2417,-0.0535,0.1882,-421.84095,5.121182891494942
gdb_74158,NC1=CC(=O)CC11CO1,-0.2266,-0.0255,0.2011,-437.902246,5.472209774068187
gdb_74232,CC1=CC(C#C)C(=O)C1,-0.2392,-0.0241,0.2151,-384.681805,5.853169181512019
gdb_74315,CC1=CC(C=O)C2CC12,-0.2332,-0.0205,0.2128,-385.893657,5.790582993146246
gdb_74341,NC1=NC(CO1)C1CO1,-0.2275,0.0515,0.279,-455.13187,7.591976762630653
gdb_74345,CC1=CC(OC1=N)C#C,-0.2519,-0.0289,0.223,-400.732184,6.068139132855324
gdb_74365,CC1=CC(COC1)C#N,-0.2614,-0.0029,0.2585,-401.962947,7.034143344587898
gdb_74369,CC1=NC(CCO1)C#C,-0.2435,0.0225,0.266,-401.927593,7.238228741432808
gdb_74402,CC1=CC2(O)CC1(C)C2,-0.2155,0.0204,0.2359,-387.061551,6.419166015428569
gdb_74408,CC1=CC2(C)CC1C=C2,-0.2104,0.0033,0.2136,-349.95026,5.812352102143037
gdb_74438,CC1=CC2(C)CC1CO2,-0.2276,0.0197,0.2473,-387.097921,6.729375818632832
gdb_74462,CC1=CC2(CC2)C(=O)N1,-0.2025,0.0029,0.2054,-401.988722,5.589218734925935
gdb_74615,CC1=CC2C3CC1(C)N23,-0.2055,0.0133,0.2188,-365.978878,5.953851310622174
gdb_74638,CC1=CC2C3CC2(C3)C1,-0.229,0.0231,0.2521,-349.891518,6.859990472613574
gdb_74667,NC1=NC2C3OC3C2O1,-0.2242,0.0543,0.2785,-453.910946,7.578371069507658
gdb_74678,CC1=CC2N=CN3C2C13,-0.2361,-0.0061,0.23,-380.848359,6.25861883657724
gdb_74696,CC1=CC2OC(C1)C2=O,-0.2337,-0.0191,0.2147,-421.821976,5.8422846270136235
gdb_74751,CC1=CC2OC1C1OC21,-0.235,0.0016,0.2366,-421.783626,6.43821398580076
gdb_74822,CC1=NC2CC2(O1)C#C,-0.241,0.0097,0.2508,-400.711937,6.824615670493791
gdb_74890,CC1=CC2NC2CC1=O,-0.2369,-0.0473,0.1896,-401.956507,5.159278832239324
gdb_74914,CC1=CC2CC3C(C1)C23,-0.2222,0.0287,0.2509,-349.937862,6.827336809118389
gdb_74953,CC1=CC2OCC(C1)O2,-0.2346,0.0115,0.2461,-423.035938,6.696722155137647
gdb_74970,NC1=NC2CNC1C2=O,-0.2164,-0.0149,0.2015,-434.068855,5.483094328566582
gdb_74997,CC1=CC2OCC2OC1,-0.2445,0.0086,0.2531,-423.00257,6.887201858859562
gdb_75038,CC1=CC=CCC2CC12,-0.1984,-0.015,0.1834,-349.953135,4.990568237514199
gdb_75077,CC1=NCC(=N)N1C=N,-0.2341,-0.0175,0.2166,-414.218607,5.893986260881
gdb_75208,CC1=CCC2(C)OC2C1,-0.2317,0.0317,0.2634,-387.098583,7.167479137193239
gdb_75425,CC1=CCNC(=O)NC1,-0.2322,0.0059,0.2381,-419.241492,6.4790310651697425
gdb_75454,CC1=CCOC1(C)C#C,-0.2373,0.0144,0.2518,-385.857049,6.851827056739779
gdb_75469,CC1=CCCC1C1CO1,-0.2324,0.0256,0.258,-387.078032,7.020537651464904
gdb_75503,CC1=CCCC2OC2C1,-0.2317,0.0239,0.2555,-387.079323,6.952509185849934
gdb_75519,CC1=CCOC=NCC1,-0.2371,0.0013,0.2384,-403.141208,6.487194481043539
gdb_75523,CC1=CCCNC(=O)C1,-0.2289,0.0187,0.2476,-403.191276,6.737539234506628
gdb_75529,CC1=CCOCC(=O)C1,-0.225,-0.0222,0.2028,-423.031052,5.518469130686366
gdb_75545,CC1=CCCCC11CO1,-0.2336,0.0156,0.2492,-387.089827,6.7810774525002095
gdb_75557,NC1=NCCNC1C#N,-0.2379,0.0075,0.2454,-414.194934,6.677674184765455
gdb_75593,C1CN=C(C(=O)CN1)N,-0.2211,-0.057,0.1642,-435.269217,4.46810962159123
gdb_75660,CC1C(=O)C2CC12C#N,-0.2622,-0.0413,0.2209,-400.749307,6.0109952217387494
gdb_75679,OC1C(=O)N2CC12C#C,-0.2475,-0.0305,0.2171,-436.608614,5.907591954003994
gdb_75735,CN1C(=O)C=C(N)C1=N,-0.2302,-0.0582,0.172,-434.122378,4.680358434309936
gdb_75779,CN1C(=O)CC1(C)C#N,-0.2658,0.008,0.2738,-418.038758,7.450477554151513
gdb_75830,CC1C(=O)CC2CC12O,-0.2408,-0.0186,0.2223,-423.038605,6.0490911624831325
gdb_75925,OC1C(=N)OCC11CN1,-0.2566,0.0126,0.2693,-455.120844,7.328026316044568
gdb_75958,CC1C(=O)CNCC1=O,-0.2411,-0.0375,0.2035,-439.110501,5.537517101058557
gdb_75991,CC1C(C#N)N(C)C1=O,-0.2652,0.0028,0.2679,-418.036422,7.289930375300186
gdb_75992,CN1C(C#C)C(O)C1=N,-0.2326,0.0165,0.2492,-417.944712,6.7810774525002095
gdb_76118,CC1C(C#C)C2CC12C,-0.2482,0.05,0.2983,-349.892733,8.11715651717822
gdb_76179,CC1C(C)(O)C1(O)C#C,-0.2377,0.0246,0.2623,-422.967127,7.137546612322652
gdb_76182,CN1C(C)(C)C1(C)C#N,-0.2403,0.029,0.2693,-383.254513,7.328026316044568
gdb_76263,CC1C(O)C(=O)C=C1N,-0.2273,-0.0183,0.209,-439.124156,5.687179725411491
gdb_76267,CC1N(C)C(=O)C=C1N,-0.2132,0.0016,0.2148,-419.256416,5.845005765638222
gdb_76300,CC1C(C)C(C#C)C1C,-0.2503,0.0523,0.3026,-351.110958,8.234165478035967
gdb_76347,CC1C(O)C(C)N1C=O,-0.2391,0.0211,0.2602,-440.290467,7.080402701206077
gdb_76365,NC1C(O)C1(C#C)C#N,-0.2472,0.0083,0.2555,-416.745692,6.952509185849934
gdb_76372,CC1(C(N)C1[NH3+])C([O-])=O,-0.1722,-0.0022,0.1701,-456.287037,4.628656800442559
gdb_76421,CC1(CC#N)C(O)C1O,-0.2472,0.0265,0.2736,-439.063259,7.445035276902317
gdb_76438,CC1(OC=N)C(O)C1O,-0.2452,0.0194,0.2646,-476.174285,7.200132800688425
gdb_76486,CC1C(C)C11CC(C)O1,-0.2157,0.078,0.2937,-388.261855,7.991984140446676
gdb_76501,CC1C(O)C11CC2CC12,-0.2315,0.0686,0.3002,-387.030751,8.168858151045598
gdb_76551,CC1C(O)C11OCC1C,-0.2305,0.0601,0.2906,-424.180558,7.9076288430841135
gdb_76598,CC1C(C)N1C(=O)C#C,-0.25,-0.0343,0.2157,-401.905577,5.869496013259611
gdb_76603,CC1C(O)C1C(=O)C#N,-0.2688,-0.0914,0.1774,-437.882659,4.827299920038271
gdb_76633,CC1C(O)C1C1(O)CC1,-0.2371,0.0619,0.2989,-424.178229,8.133483348925813
gdb_76667,CC1C(O)C1OC(C)=O,-0.2488,0.0062,0.255,-460.16733,6.93890349272694
gdb_76830,CC1C(C)C2C1NC2=O,-0.241,0.0295,0.2705,-403.153984,7.360679979539754
gdb_76834,CC1C(C)N2CC(=O)C12,-0.2248,-0.0274,0.1974,-403.113423,5.3715276449580305
gdb_76896,CC1C(C)C2OCCC12,-0.237,0.0665,0.3035,-388.283803,8.258655725657357
gdb_76907,OC1C(O)C2OCOC12,-0.2473,0.0458,0.2931,-496.064795,7.975657308699083
gdb_76934,CC1C(C=O)C1(C)C#N,-0.2636,-0.0452,0.2184,-401.95446,5.942966756123779
gdb_76942,CC1(C=O)C(O)C1C=O,-0.2578,-0.0506,0.2072,-458.952911,5.638199230168714
gdb_77080,CC1C(OC1(C)C)C#C,-0.2472,0.0274,0.2746,-387.04261,7.472246663148304
gdb_77097,CC1C(NC11CC1)C#N,-0.2344,0.0165,0.2509,-382.038803,6.827336809118389
gdb_77163,CC1C(OC1=O)C1CC1,-0.2641,0.0151,0.2792,-423.038264,7.597419039879849
gdb_77174,NC1C(OC1=O)C1CN1,-0.2483,-0.0054,0.2429,-455.119624,6.609645719150485
gdb_77218,CC1C(CN1C=O)C#C,-0.245,0.0203,0.2653,-401.91861,7.219180771060616
gdb_77238,OC1C(OC1C=O)C=O,-0.253,-0.048,0.2051,-494.86785,5.581055319052139
gdb_77262,CC1C(OC=N)C1C#C,-0.2439,0.0182,0.2621,-401.885114,7.132104335073454
gdb_77400,CN1C2(C)C3CC2C13C,-0.2048,0.0887,0.2935,-367.122832,7.986541863197477
gdb_77410,CC12C(O)C1(O)C1CN21,-0.2305,0.0506,0.2811,-438.999867,7.649120673747227
gdb_77420,CC1C2(C)C3OC3C12O,-0.2222,0.0607,0.2829,-422.929448,7.6981011689900045
gdb_77424,CC1C2(O)C3OC3C12O,-0.2199,0.0536,0.2736,-458.849714,7.445035276902317
gdb_77503,CC1C2(C)OC1(C)C2C,-0.2263,0.0882,0.3145,-388.241422,8.557980974363225
gdb_77543,CC1C2(O)CC1(C2)C#C,-0.2488,0.0457,0.2945,-385.803697,8.013753249443464
gdb_77545,CN1C2(C)CC1(C2)C#N,-0.2344,0.0122,0.2466,-382.007765,6.710327848260641
gdb_77567,CC1C2(C)CC2C1(C)O,-0.2367,0.0737,0.3104,-388.2638,8.446414290754674
gdb_77578,CC12NC1C1(CN1)C2O,-0.225,0.0688,0.2937,-419.122588,7.991984140446676
gdb_77700,CC1C2(CC2)CC11CO1,-0.2549,0.0737,0.3286,-387.037546,8.941661520431657
gdb_77710,CC1C23CC=CC12CO3,-0.2208,0.0092,0.2299,-385.831674,6.255897697952641
gdb_77761,CN1C2C(=O)C1C2(C)O,-0.2233,0.0113,0.2346,-438.992645,6.383791213308784
gdb_77862,CC1C2C(C#N)C2C1C,-0.2809,0.0303,0.3112,-365.994294,8.468183399751466
gdb_77931,CC1(C)C2C(O)C1C2O,-0.252,0.0669,0.3189,-424.140455,8.677711073845574
gdb_77985,CC1C2C(C)NC12C#N,-0.2346,0.0095,0.2441,-382.035035,6.642299382645671
gdb_78026,CC1C2C(C)OCC12C,-0.2419,0.0842,0.3261,-388.287921,8.873633054816686
gdb_78031,CC1CCC2(C)C(O)C12,-0.2384,0.0685,0.307,-388.288067,8.353895577518315
